 A 81	410.0	380.0
 A 82	420.0	380.0
 A 83	420.0	380.0
 A 84	420.0	380.0
 A 85	430.0	380.0
 A 86	430.0	340.0
 A 87	400.0	340.0
 A 88	400.0	360.0
 A 89	400.0	360.0
 A 90	400.0	360.0
 A 91	400.0	360.0
 A 92	410.0	360.0
 A 93	410.0	360.0
 A 94	420.0	370.0
 A 95	420.0	390.0
 B  0   570.0	580.0
 B  1   570.0	590.0
 B  2   570.0	590.0
 B  3   580.0	590.0
 B  4	580.0	600.0
 B  5	590.0	600.0
 B  6	550.0	600.0
 B  7	550.0	580.0
 B  8	540.0	570.0
 B  9	550.0	580.0
 B 10	560.0	580.0
 B 11	570.0	580.0
 B 12	570.0	590.0
 B 13	580.0	600.0
 B 14	580.0	600.0
 B 15	610.0	610.0
 B 16	560.0	600.0
 B 17	560.0	585.0
 B 18	555.0	590.0
 B 19	555.0	585.0
 B 20	550.0	585.0
 B 21	550.0	580.0
 B 22	550.0	580.0
 B 23	560.0	580.0
 B 24	560.0	590.0
 B 25	555.0	590.0
 B 26	555.0	590.0
 B 27	555.0	590.0
 B 28	555.0	590.0
 B 29	550.0	585.0
 B 30	550.0	585.0
 B 31	550.0	590.0
 B 32	520.0	480.0
 B 33	520.0	495.0
 B 34	530.0	490.0
 B 35	540.0	490.0
 B 36	540.0	490.0
 B 37	550.0	465.0
 B 38	530.0	470.0
 B 39	530.0	475.0
 B 40	520.0	460.0
 B 41	520.0	465.0
 B 42	530.0	470.0
 B 43	530.0	475.0
 B 44	540.0	480.0
 B 45	540.0	485.0
 B 46	550.0	490.0
 B 47	550.0	500.0
 B 48	465.0	450.0
 B 49	460.0	460.0
 B 50	455.0	460.0
 B 51	455.0	460.0
 B 52	455.0	460.0
 B 53	430.0	470.0
 B 54	435.0	440.0
 B 55	440.0	450.0
 B 56	420.0	430.0
 B 57	430.0	440.0
 B 58	430.0	440.0
 B 59	440.0	450.0
 B 60	445.0	450.0
 B 61	450.0	460.0
 B 62	455.0	460.0
 B 63	460.0	470.0
 B 64	450.0	410.0
 B 65	440.0	410.0
 B 66	440.0	405.0
 B 67	440.0	405.0
 B 68	430.0	405.0
 B 69	430.0	400.0
 B 70	430.0	400.0
 B 71	430.0	400.0
 B 72	460.0	425.0
 B 73	460.0	425.0
 B 74	460.0	425.0
 B 75	460.0	425.0
 B 76	460.0	425.0
 B 77	460.0	425.0
 B 78	460.0	420.0
 B 79	460.0	420.0
 B 80	430.0	550.0
 B 81	440.0	530.0
 B 82	440.0	530.0
 B 83	440.0	530.0
 B 84	450.0	530.0
 B 85	450.0	530.0
 B 86	450.0	590.0
 B 87	430.0	480.0
 B 88	400.0	510.0
 B 89	410.0	510.0
 B 90	420.0	510.0
 B 91	420.0	510.0
 B 92	430.0	510.0
 B 93	430.0	510.0
 B 94	440.0	510.0
 B 95	450.0	530.0
 C  0	610.	620.0
 C  1	610.0	620.0
 C  2	610.0	630.0
 C  3	610.0	630.0
 C  4	620.0	640.0
 C  5	620.0	640.0
 C  6	590.0	640.0
 C  7	590.0	620.0
 C  8	580.0	610.0
 C  9	590.0	610.0
 C 10	600.0	620.0
 C 11	600.0	620.0
 C 12	610.0	630.0
 C 13	610.0	630.0
 C 14	620.0	640.0
 C 15	640.0	650.0
 C 16	600.0	640.0
 C 17	595.0	620.0
 C 18	595.0	630.0
 C 19	590.0	630.0
 C 20	590.0	620.0
 C 21	585.0	630.0
 C 22	585.0	620.0
 C 23	595.0	620.0
 C 24	595.0	630.0
 C 25	595.0	630.0
 C 26	590.0	630.0
 C 27	590.0	630.0
 C 28	590.0	630.0
 C 29	590.0	630.0
 C 30	585.0	620.0
 C 31	585.0	630.0
 C 32	550.0	535.0
 C 33	560.0	530.0
 C 34	560.0	530.0
 C 35	570.0	530.0
 C 36	570.0	520.0
 C 37	580.0	500.0
 C 38	560.0	505.0
 C 39	570.0	510.0
 C 40	550.0	490.0
 C 41	550.0	500.0
 C 42	560.0	505.0
 C 43	560.0	510.0
 C 44	570.0	520.0
 C 45	580.0	520.0
 C 46	580.0	530.0
 C 47	585.0	530.0
 C 48	500.0	490.0
 C 49	490.0	500.0
 C 50	490.0	500.0
 C 51	490.0	500.0
 C 52	490.0	500.0
 C 53	460.0	500.0
 C 54	470.0	480.0
 C 55	470.0	480.0
 C 56	460.0	470.0
 C 57	460.0	470.0
 C 58	470.0	480.0
 C 59	470.0	480.0
 C 60	480.0	490.0
 C 61	490.0	490.0
 C 62	490.0	500.0
 C 63	500.0	500.0
 C 64	480.0	445.0
 C 65	475.0	445.0
 C 66	470.0	440.0
 C 67	470.0	440.0
 C 68	470.0	440.0
 C 69	465.0	435.0
 C 70	465.0	435.0
 C 71	465.0	435.0
 C 72	490.0	460.0
 C 73	490.0	460.0
 C 74	490.0	455.0
 C 75	490.0	455.0
 C 76	490.0	455.0
 C 77	490.0	455.0
 C 78	490.0	455.0
 C 79	490.0	455.0
 C 80	465.0	455.0
 C 81	465.0	445.0
 C 82	470.0	450.0
 C 83	470.0	455.0
 C 84	475.0	460.0
 C 85	480.0	465.0
 C 86	480.0	425.0
 C 87	460.0	430.0
 C 88	435.0	410.0
 C 89	445.0	420.0
 C 90	450.0	430.0
 C 91	455.0	430.0
 C 92	460.0	440.0
 C 93	465.0	445.0
 C 94	470.0	450.0
 C 95	475.0	475.0
 D  0	650.0	660.0
 D  1	640.0	660.0
 D  2	650.0	660.0
 D  3	650.0	670.0
 D  4	650.0	670.0
 D  5	660.0	670.0
 D  6	620.0	680.0
 D  7	630.0	650.0
 D  8	620.0	640.0
 D  9	620.0	650.0
 D 10	630.0	650.0
 D 11	640.0	660.0
 D 12	640.0	670.0
 D 13	650.0	670.0
 D 14	660.0	680.0
 D 15	680.0	680.0
 D 16	640.0	670.0
 D 17	630.0	660.0
 D 18	630.0	660.0
 D 19	630.0	660.0
 D 20	630.0	660.0
 D 21	620.0	650.0
 D 22	620.0	650.0
 D 23	640.0	650.0
 D 24	630.0	660.0
 D 25	630.0	670.0
 D 26	630.0	670.0
 D 27	630.0	660.0
 D 28	630.0	660.0
 D 29	630.0	660.0
 D 30	630.0	660.0
 D 31	630.0	660.0
 D 32	570.0	560.0
 D 33	580.0	550.0
 D 34	580.0	550.0
 D 35	590.0	550.0
 D 36	590.0	550.0
 D 37	600.0	520.0
 D 38	580.0	530.0
 D 39	590.0	530.0
 D 40	570.0	520.0
 D 41	580.0	520.0
 D 42	580.0	530.0
 D 43	580.0	530.0
 D 44	590.0	540.0
 D 45	600.0	550.0
 D 46	600.0	550.0
 D 47	610.0	560.0
 D 48	560.0	510.0
 D 49	560.0	520.0
 D 50	550.0	520.0
 D 51	550.0	520.0
 D 52	550.0	520.0
 D 53	530.0	520.0
 D 54	530.0	500.0
 D 55	540.0	500.0
 D 56	520.0	490.0
 D 57	530.0	490.0
 D 58	530.0	500.0
 D 59	540.0	500.0
 D 60	540.0	510.0
 D 61	550.0	510.0
 D 62	560.0	520.0
 D 63	560.0	520.0
 D 64	500.0	470.0
 D 65	500.0	470.0
 D 66	490.0	460.0
 D 67	490.0	460.0
 D 68	490.0	460.0
 D 69	490.0	460.0
 D 70	490.0	460.0
 D 71	490.0	460.0
 D 72	510.0	480.0
 D 73	510.0	480.0
 D 74	515.0	480.0
 D 75	510.0	480.0
 D 76	510.0	480.0
 D 77	510.0	480.0
 D 78	510.0	480.0
 D 79	510.0	480.0
 D 80	490.0	550.0
 D 81	490.0	530.0
 D 82	490.0	530.0
 D 83	490.0	530.0
 D 84	500.0	530.0
 D 85	500.0	530.0
 D 86	510.0	490.0
 D 87	480.0	480.0
 D 88	460.0	510.0
 D 89	467.0	510.0
 D 90	470.0	510.0
 D 91	480.0	510.0
 D 92	480.0	510.0
 D 93	490.0	510.0
 D 94	490.0	510.0
 D 95	500.0	530.0
 F  0	680.0	680.0
 F  1	660.0	680.0
 F  2	650.0	670.0
 F  3	640.0	660.0
 F  4	640.0	660.0
 F  5	630.0	650.0
 F  6	620.0	650.0
 F  7	620.0	640.0
 F  8	610.0	640.0
 F  9	610.0	660.0
 F 10	650.0	660.0
 F 11	650.0	660.0
 F 12	650.0	660.0
 F 13	650.0	660.0
 F 14	640.0	660.0
 F 15	650.0	660.0
 F 16	640.0	680.0
 F 17	640.0	670.0
 F 18	640.0	670.0
 F 19	640.0	660.0
 F 20	630.0	670.0
 F 21	630.0	660.0
 F 22	640.0	660.0
 F 23	630.0	660.0
 F 24	620.0	650.0
 F 25	620.0	650.0
 F 26	620.0	650.0
 F 27	630.0	650.0
 F 28	630.0	660.0
 F 29	630.0	660.0
 F 30	630.0	660.0
 F 31	630.0	670.0
 F 32	610.0	650.0
 F 33	600.0	650.0
 F 34	590.0	540.0
 F 35	590.0	540.0
 F 36	580.0	530.0
 F 37	580.0	520.0
 F 38	570.0	520.0
 F 39	570.0	510.0
 F 40	580.0	530.0
 F 41	570.0	520.0
 F 42	600.0	520.0
 F 43	600.0	540.0
 F 44	600.0	540.0
 F 45	590.0	540.0
 F 46	590.0	550.0
 F 47	590.0	550.0
 F 48	570.0	530.0
 F 49	560.0	520.0
 F 50	560.0	520.0
 F 51	550.0	510.0
 F 52	550.0	500.0
 F 53	540.0	500.0
 F 54	540.0	500.0
 F 55	540.0	490.0
 F 56	560.0	500.0
 F 57	560.0	500.0
 F 58	570.0	520.0
 F 59	570.0	510.0
 F 60	570.0	510.0
 F 61	560.0	500.0
 F 62	560.0	500.0
 F 63	550.0	590.0
 F 64	510.0	470.0
 F 65	510.0	470.0
 F 66	510.0	480.0
 F 67	510.0	480.0
 F 68	510.0	480.0
 F 69	510.0	480.0
 F 70	510.0	480.0
 F 71	510.0	480.0
 F 72	490.0	450.0
 F 73	490.0	460.0
 F 74	490.0	460.0
 F 75	490.0	460.0
 F 76	490.0	460.0
 F 77	490.0	460.0
 F 78	500.0	460.0
 F 79	500.0	470.0
 F 80	500.0	500.0
 F 81	500.0	480.0
 F 82	490.0	470.0
 F 83	490.0	460.0
 F 84	480.0	460.0
 F 85	470.0	450.0
 F 86	470.0	450.0
 F 87	460.0	440.0
 F 88	480.0	450.0
 F 89	510.0	450.0
 F 90	500.0	490.0
 F 91	500.0	480.0
 F 92	500.0	480.0
 F 93	490.0	470.0
 F 94	490.0	470.0
 F 95	490.0	480.0
 G  0	650.0	650.0
 G  1	620.0	640.0
 G  2	610.0	630.0
 G  3	610.0	630.0
 G  4	600.0	620.0
 G  5	600.0	620.0
 G  6	590.0	610.0
 G  7	580.0	600.0
 G  8	570.0	600.0
 G  9	570.0	630.0
 G 10	610.0	630.0
 G 11	610.0	630.0
 G 12	610.0	620.0
 G 13	610.0	620.0
 G 14	600.0	630.0
 G 15	620.0	620.0
 G 16	610.0	650.0
 G 17	610.0	640.0
 G 18	600.0	640.0
 G 19	600.0	630.0
 G 20	600.0	630.0
 G 21	590.0	630.0
 G 22	600.0	620.0
 G 23	590.0	610.0
 G 24	590.0	620.0
 G 25	590.0	620.0
 G 26	590.0	620.0
 G 27	590.0	620.0
 G 28	590.0	620.0
 G 29	590.0	620.0
 G 30	590.0	620.0
 G 31	590.0	620.0
 G 32	590.0	530.0
 G 33	580.0	530.0
 G 34	570.0	520.0
 G 35	570.0	520.0
 G 36	560.0	510.0
 G 37	560.0	500.0
 G 38	550.0	500.0
 G 39	550.0	490.0
 G 40	560.0	510.0
 G 41	550.0	500.0
 G 42	580.0	500.0
 G 43	580.0	520.0
 G 44	580.0	520.0
 G 45	570.0	520.0
 G 46	570.0	530.0
 G 47	570.0	530.0
 G 48	550.0	510.0
 G 49	540.0	500.0
 G 50	540.0	500.0
 G 51	530.0	490.0
 G 52	530.0	480.0
 G 53	520.0	480.0
 G 54	520.0	480.0
 G 55	520.0	470.0
 G 56	540.0	480.0
 G 57	540.0	480.0
 G 58	550.0	500.0
 G 59	550.0	490.0
 G 60	550.0	490.0
 G 61	540.0	480.0
 G 62	540.0	470.0
 G 63	530.0	470.0
 G 64	490.0	450.0
 G 65	490.0	450.0
 G 66	490.0	450.0
 G 67	490.0	450.0
 G 68	490.0	460.0
 G 69	490.0	460.0
 G 70	490.0	460.0
 G 71	490.0	460.0
 G 72	470.0	430.0
 G 73	470.0	430.0
 G 74	470.0	440.0
 G 75	470.0	440.0
 G 76	470.0	440.0
 G 77	470.0	440.0
 G 78	480.0	440.0
 G 79	480.0	450.0
 G 80	480.0	480.0
 G 81	480.0	460.0
 G 82	470.0	450.0
 G 83	470.0	440.0
 G 84	460.0	440.0
 G 85	450.0	430.0
 G 86	450.0	420.0
 G 87	440.0	420.0
 G 88	460.0	430.0
 G 89	480.0	430.0
 G 90	480.0	470.0
 G 91	480.0	460.0
 G 92	480.0	460.0
 G 93	470.0	450.0
 G 94	470.0	450.0
 G 95	470.0	460.0
 H  0	610.0	610.0
 H  1	580.0	600.0
 H  2	580.0	600.0
 H  3	570.0	590.0
 H  4	570.0	580.0
 H  5	560.0	580.0
 H  6	550.0	580.0
 H  7	540.0	570.0
 H  8	540.0	560.0
 H  9	540.0	590.0
 H 10	580.0	590.0
 H 11	570.0	590.0
 H 12	570.0	590.0
 H 13	570.0	590.0
 H 14	570.0	590.0
 H 15	580.0	590.0
 H 16	580.0	610.0
 H 17	570.0	610.0
 H 18	570.0	600.0
 H 19	560.0	600.0
 H 20	560.0	590.0
 H 21	550.0	590.0
 H 22	560.0	580.0
 H 23	560.0	580.0
 H 24	560.0	590.0
 H 25	550.0	590.0
 H 26	550.0	580.0
 H 27	550.0	580.0
 H 28	550.0	580.0
 H 29	550.0	580.0
 H 30	550.0	590.0
 H 31	550.0	590.0
 H 32	550.0	500.0
 H 33	550.0	490.0
 H 34	540.0	490.0
 H 35	530.0	480.0
 H 36	530.0	480.0
 H 37	520.0	470.0
 H 38	520.0	470.0
 H 39	520.0	460.0
 H 40	520.0	470.0
 H 41	520.0	470.0
 H 42	550.0	560.0
 H 43	540.0	490.0
 H 44	540.0	490.0
 H 45	540.0	490.0
 H 46	540.0	490.0
 H 47	530.0	500.0
 H 48	510.0	470.0
 H 49	510.0	470.0
 H 50	500.0	460.0
 H 51	500.0	460.0
 H 52	490.0	450.0
 H 53	480.0	450.0
 H 54	490.0	440.0
 H 55	480.0	440.0
 H 56	500.0	450.0
 H 57	500.0	440.0
 H 58	520.0	460.0
 H 59	510.0	460.0
 H 60	510.0	450.0
 H 61	500.0	440.0
 H 62	500.0	440.0
 H 63	490.0	430.0
 H 64	460.0	420.0
 H 65	460.0	420.0
 H 66	460.0	420.0
 H 67	460.0	420.0
 H 68	460.0	420.0
 H 69	460.0	420.0
 H 70	460.0	420.0
 H 71	460.0	420.0
 H 72	430.0	400.0
 H 73	430.0	400.0
 H 74	430.0	400.0
 H 75	430.0	400.0
 H 76	440.0	410.0
 H 77	440.0	410.0
 H 78	440.0	410.0
 H 79	450.0	410.0
 H 80	450.0	440.0
 H 81	440.0	420.0
 H 82	440.0	420.0
 H 83	430.0	410.0
 H 84	430.0	410.0
 H 85	420.0	400.0
 H 86	420.0	390.0
 H 87	410.0	380.0
 H 88	420.0	400.0
 H 89	450.0	390.0
 H 90	450.0	430.0
 H 91	450.0	430.0
 H 92	440.0	420.0
 H 93	440.0	420.0
 H 94	440.0	420.0
 H 95	430.0	420.0
 I  0	570.0	570.0
 I  1	550.0	570.0
 I  2	540.0	560.0
 I  3	530.0	560.0
 I  4	530.0	550.0
 I  5	520.0	540.0
 I  6	510.0	540.0
 I  7	510.0	530.0
 I  8	500.0	530.0
 I  9	500.0	560.0
 I 10	540.0	550.0
 I 11	540.0	550.0
 I 12	540.0	550.0
 I 13	540.0	550.0
 I 14	530.0	550.0
 I 15	540.0	550.0
 I 16	540.0	580.0
 I 17	540.0	570.0
 I 18	530.0	570.0
 I 19	530.0	560.0
 I 20	520.0	560.0
 I 21	520.0	550.0
 I 22	520.0	550.0
 I 23	520.0	540.0
 I 24	520.0	550.0
 I 25	520.0	550.0
 I 26	520.0	550.0
 I 27	520.0	550.0
 I 28	520.0	550.0
 I 29	520.0	550.0
 I 30	520.0	550.0
 I 31	520.0	550.0
 I 32	530.0	480.0
 I 33	530.0	470.0
 I 34	520.0	470.0
 I 35	510.0	460.0
 I 36	510.0	460.0
 I 37	500.0	450.0
 I 38	500.0	440.0
 I 39	500.0	440.0
 I 40	500.0	450.0
 I 41	500.0	450.0
 I 42	530.0	440.0
 I 43	520.0	470.0
 I 44	520.0	470.0
 I 45	520.0	470.0
 I 46	520.0	470.0
 I 47	510.0	480.0
 I 48	490.0	450.0
 I 49	490.0	450.0
 I 50	480.0	440.0
 I 51	480.0	440.0
 I 52	470.0	430.0
 I 53	460.0	430.0
 I 54	470.0	420.0
 I 55	460.0	420.0
 I 56	480.0	430.0
 I 57	480.0	420.0
 I 58	500.0	440.0
 I 59	490.0	440.0
 I 60	490.0	430.0
 I 61	480.0	420.0
 I 62	480.0	420.0
 I 63	470.0	410.0
 I 64	440.0	400.0
 I 65	440.0	400.0
 I 66	440.0	400.0
 I 67	440.0	400.0
 I 68	440.0	400.0
 I 69	440.0	400.0
 I 70	440.0	400.0
 I 71	440.0	400.0
 I 72	410.0	380.0
 I 73	410.0	480.0
 I 74	410.0	380.0
 I 75	410.0	380.0
 I 76	420.0	380.0
 I 77	420.0	390.0
 I 78	420.0	390.0
 I 79	430.0	390.0
 I 80	430.0	420.0
 I 81	420.0	400.0
 I 82	420.0	400.0
 I 83	410.0	390.0
 I 84	410.0	380.0
 I 85	400.0	380.0
 I 86	400.0	370.0
 I 87	390.0	360.0
 I 88	400.0	380.0
 I 89	430.0	370.0
 I 90	430.0	410.0
 I 91	420.0	400.0
 I 92	420.0	400.0
 I 93	420.0	400.0
 I 94	420.0	400.0
 I 95	410.0	400.0
 E  0	668.0	633.0
 E  1	664.0	637.0
 E  2	667.0	639.0
 E  3	671.0	643.0
 E  4	673.0	647.0
 E  5	680.0	649.0
 E  6	642.0	652.0
 E  7	645.0	627.0
 E  8	623.0	604.0
 E  9	630.0	611.0
 E 10	639.0	615.0
 E 11	644.0	619.0
 E 12	649.0	626.0
 E 13	655.0	631.0
 E 14	661.0	637.0
 E 15	683.0	643.0
 E 16	624.0	580.0
 E 17	622.0	576.0
 E 18	620.0	572.0
 E 19	618.0	571.0
 E 20	616.0	587.0
 E 21	614.0	565.0
 E 22	612.0	565.0
 E 23	611.0	565.0
 E 24	640.0	593.0
 E 25	639.0	594.0
 E 26	638.0	596.0
 E 27	637.0	595.0
 E 28	636.0	594.0
 E 29	636.0	593.0
 E 30	635.0	593.0
 E 31	634.0	593.0
 E 32	606.0	594.0
 E 33	603.0	583.0
 E 34	605.0	575.0
 E 35	606.0	569.0
 E 36	605.0	561.0
 E 37	606.0	530.0
 E 38	582.0	530.0
 E 39	581.0	530.0
 E 40	631.0	559.0
 E 41	612.0	560.0
 E 42	611.0	559.0
 E 43	609.0	559.0
 E 44	610.0	559.0
 E 45	610.0	559.0
 E 46	611.0	559.0
 E 47	608.0	559.0
 E 48	599.0	570.0
 E 49	588.0	574.0
 E 50	580.0	569.0
 E 51	574.0	565.0
 E 52	566.0	560.0
 E 53	534.0	560.0
 E 54	534.0	527.0
 E 55	534.0	527.0
 E 56	564.0	556.0
 E 57	565.0	554.0
 E 58	564.0	552.0
 E 59	564.0	551.0
 E 60	564.0	549.0
 E 61	564.0	549.0
 E 62	564.0	549.0
 E 63	564.0	590.0
 E 64	518.0	562.0
 E 65	519.0	563.0
 E 66	520.0	564.0
 E 67	526.0	565.0
 E 68	528.0	566.0
 E 69	531.0	567.0
 E 70	538.0	567.0
 E 71	544.0	570.0
 E 72	527.0	569.0
 E 73	534.0	571.0
 E 74	541.0	573.0
 E 75	547.0	576.0
 E 76	552.0	577.0
 E 77	557.0	580.0
 E 78	562.0	582.0
 E 79	568.0	584.0
 E 80	592.0	614.0
 E 81	590.0	603.0
 E 82	586.0	607.0
 E 83	580.0	608.0
 E 84	582.0	607.0
 E 85	579.0	611.0
 E 86	577.0	570.0
 E 87	545.0	571.0
 E 88	559.0	579.0
 E 89	563.0	583.0
 E 90	562.0	589.0
 E 91	560.0	591.0
 E 92	561.0	593.0
 E 93	560.0	567.0
 E 94	560.0	600.0
 E 95	560.0	622.0
 J  0	687.0	642.0
 J  1	662.0	636.0
 J  2	656.0	631.0
 J  3	650.0	626.0
 J  4	645.0	619.0
 J  5	640.0	615.0
 J  6	631.0	610.0
 J  7	624.0	603.0
 J  8	646.0	626.0
 J  9	642.0	652.0
 J 10	681.0	648.0
 J 11	674.0	646.0
 J 12	672.0	638.0
 J 13	668.0	638.0
 J 14	661.0	636.0
 J 15	671.0	632.0
 J 16	638.0	594.0
 J 17	639.0	595.0
 J 18	640.0	595.0
 J 19	640.0	596.0
 J 20	461.0	597.0
 J 21	641.0	598.0
 J 22	642.0	596.0
 J 23	643.0	594.0
 J 24	614.0	566.0
 J 25	614.0	566.0
 J 26	616.0	565.0
 J 27	618.0	567.0
 J 28	620.0	571.0
 J 29	622.0	573.0
 J 30	623.0	576.0
 J 31	625.0	580.0
 J 32	610.0	560.0
 J 33	609.0	559.0
 J 34	609.0	558.0
 J 35	609.0	557.0
 J 36	610.0	556.0
 J 37	611.0	556.0
 J 38	613.0	556.0
 J 39	615.0	554.0
 J 40	579.0	527.0
 J 41	579.0	526.0
 J 42	612.0	525.0
 J 43	613.0	556.0
 J 44	618.0	564.0
 J 45	622.0	569.0
 J 46	627.0	576.0
 J 47	626.0	586.0
 J 48	571.0	549.0
 J 49	573.0	552.0
 J 50	574.0	551.0
 J 51	575.0	551.0
 J 52	574.0	550.0
 J 53	571.0	552.0
 J 54	581.0	553.0
 J 55	582.0	554.0
 J 56	557.0	530.0
 J 57	561.0	531.0
 J 58	584.0	555.0
 J 59	585.0	554.0
 J 60	589.0	555.0
 J 61	587.0	554.0
 J 62	588.0	554.0
 J 63	586.0	555.0
 J 64	566.0	602.0
 J 65	561.0	597.0
 J 66	555.0	592.0
 J 67	550.0	586.0
 J 68	546.0	582.0
 J 69	540.0	577.0
 J 70	533.0	572.0
 J 71	526.0	567.0
 J 72	544.0	577.0
 J 73	538.0	573.0
 J 74	532.0	569.0
 J 75	528.0	565.0
 J 76	526.0	561.0
 J 77	522.0	557.0
 J 78	520.0	553.0
 J 79	518.0	550.0
 J 80	569.0	610.0
 J 81	569.0	593.0
 J 82	569.0	593.0
 J 83	570.0	603.0
 J 84	568.0	594.0
 J 85	569.0	595.0
 J 86	571.0	591.0
 J 87	567.0	590.0
 J 88	554.0	573.0
 J 89	585.0	575.0
 J 90	588.0	619.0
 J 91	591.0	618.0
 J 92	593.0	621.0
 J 93	595.0	623.0
 J 94	599.0	626.0
 J 95	600.0	636.0
